brand_model,brand,model,mileage,fuel,gear,offer_type,price,hp,year,age
Mercedes-Benz Vito,Mercedes-Benz,Vito,39500,Diesel,Manual,Used,20813,136.0,2018,5
Mazda CX-5,Mazda,CX-5,46865,Gasoline,Manual,Used,20980,165.0,2018,5
Skoda Kodiaq,Skoda,Kodiaq,122500,Diesel,Automatic,Used,22890,150.0,2018,5
Volkswagen Passat Variant,Volkswagen,Passat Variant,74963,Gasoline,Automatic,Used,23984,150.0,2018,5
Volkswagen T-Roc,Volkswagen,T-Roc,59866,Gasoline,Automatic,Used,24985,190.0,2018,5
Skoda Superb,Skoda,Superb,99789,Diesel,Automatic,Used,24990,190.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,44963,Gasoline,Automatic,Used,25444,150.0,2018,5
Volkswagen Tiguan,Volkswagen,Tiguan,55485,Diesel,Automatic,Used,26667,150.0,2018,5
Audi A6,Audi,A6,103780,Diesel,Automatic,Used,27345,190.0,2018,5
Audi Q3,Audi,Q3,90,Diesel,Automatic,Used,27440,150.0,2018,5
Hyundai i20,Hyundai,i20,27000,Gasoline,Automatic,Used,13290,101.0,2019,4
Ford C-Max,Ford,C-Max,15815,Gasoline,Manual,Used,14900,125.0,2019,4
Ford Focus,Ford,Focus,15745,Gasoline,Manual,Used,15290,125.0,2019,4
Opel Astra,Opel,Astra,12,Diesel,Manual,Used,16790,110.0,2019,4
Kia Sportage,Kia,Sportage,27200,Gasoline,Manual,Used,17290,132.0,2019,4
Volkswagen Golf Variant,Volkswagen,Golf Variant,30000,Gasoline,Automatic,Used,18490,116.0,2019,4
Audi A3,Audi,A3,17800,Gasoline,Manual,Used,18761,116.0,2019,4
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,28000,Gasoline,Manual,Used,18890,131.0,2019,4
SEAT Leon,SEAT,Leon,26314,Diesel,Manual,Used,19290,150.0,2019,4
Volkswagen Golf,Volkswagen,Golf,19600,Gasoline,Manual,Used,19690,150.0,2019,4
Volkswagen Golf,Volkswagen,Golf,24000,Diesel,Manual,Used,19950,116.0,2019,4
Volkswagen Golf,Volkswagen,Golf,11310,Electric,Automatic,Used,20980,136.0,2019,4
Opel Corsa,Opel,Corsa,65,Gasoline,Manual,Used,12890,75.0,2020,3
Skoda Fabia,Skoda,Fabia,19560,Gasoline,Manual,Used,13740,95.0,2020,3
Opel Corsa,Opel,Corsa,10,Gasoline,Manual,Used,14290,75.0,2020,3
Ford Fiesta,Ford,Fiesta,23700,Gasoline,Manual,Used,14489,95.0,2020,3
Opel Corsa,Opel,Corsa,10,Gasoline,Manual,Used,14990,101.0,2020,3
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Pre-registered,15290,99.0,2020,3
Hyundai i30,Hyundai,i30,10,Gasoline,Manual,Pre-registered,15790,110.0,2020,3
Ford Fiesta,Ford,Fiesta,2100,Diesel,Manual,Used,16590,86.0,2020,3
Opel Astra,Opel,Astra,5,Gasoline,Manual,Used,17790,145.0,2020,3
Volkswagen Golf,Volkswagen,Golf,5000,Diesel,Manual,Used,17990,116.0,2020,3
Volkswagen Golf,Volkswagen,Golf,5,Gasoline,Manual,Pre-registered,18290,90.0,2020,3
Volkswagen Polo,Volkswagen,Polo,18140,Gasoline,Manual,Employee's car,18380,116.0,2020,3
Volkswagen Polo,Volkswagen,Polo,6565,Gasoline,Automatic,Employee's car,18490,95.0,2020,3
Volkswagen Polo,Volkswagen,Polo,7351,Gasoline,Automatic,Employee's car,18490,95.0,2020,3
Audi A3,Audi,A3,28710,Diesel,Manual,Used,18870,116.0,2020,3
Kia Rio,Kia,Rio,10,Gasoline,Manual,Pre-registered,13950,84.0,2021,2
Hyundai i20,Hyundai,i20,7,Gasoline,Manual,Pre-registered,14890,84.0,2021,2
Fiat 500C,Fiat,500C,15,Gasoline,Manual,Pre-registered,14990,69.0,2021,2
Renault Megane,Renault,Megane,11,Gasoline,Manual,Pre-registered,17450,140.0,2021,2
Volkswagen Polo,Volkswagen,Polo,10,Gasoline,Manual,Pre-registered,18490,95.0,2021,2
SEAT Leon,SEAT,Leon,10,Gasoline,Manual,Pre-registered,18690,90.0,2021,2
Hyundai i30,Hyundai,i30,7,Gasoline,Manual,Pre-registered,19450,159.0,2021,2
Hyundai i30,Hyundai,i30,7,Gasoline,Manual,Pre-registered,19790,159.0,2021,2
SEAT Leon,SEAT,Leon,7,Gasoline,Manual,Pre-registered,19950,131.0,2021,2
SEAT Ibiza,SEAT,Ibiza,10,Gasoline,Manual,Pre-registered,19990,110.0,2021,2
SEAT Ateca,SEAT,Ateca,10,Gasoline,Manual,Pre-registered,20790,116.0,2021,2
Opel Zafira,Opel,Zafira,91865,Gasoline,Automatic,Used,3870,140.0,2011,12
Ford Fiesta,Ford,Fiesta,54309,Gasoline,Manual,Used,5290,60.0,2011,12
Ford C-Max,Ford,C-Max,134113,Gasoline,Manual,Used,6450,105.0,2011,12
MINI One,MINI,One,64091,Gasoline,Manual,Used,7450,98.0,2011,12
Ford Mondeo,Ford,Mondeo,101000,Gasoline,Manual,Used,7490,120.0,2011,12
Volkswagen Caddy,Volkswagen,Caddy,153050,Diesel,Automatic,Used,7490,102.0,2011,12
Ford Focus,Ford,Focus,125000,Gasoline,Manual,Used,7780,125.0,2011,12
Audi A6,Audi,A6,103000,Gasoline,Automatic,Used,13990,170.0,2011,12
BMW 118,BMW,118,66001,Gasoline,Manual,Used,15850,143.0,2011,12
Audi A6,Audi,A6,124000,Diesel,Manual,Used,19888,204.0,2011,12
Renault Megane,Renault,Megane,212466,Diesel,Manual,Used,3290,106.0,2011,12
Kia Picanto,Kia,Picanto,88300,Gasoline,Manual,Used,3650,65.0,2011,12
SEAT Ibiza,SEAT,Ibiza,109900,Gasoline,Manual,Used,4990,69.0,2011,12
Hyundai i30,Hyundai,i30,76200,Gasoline,Manual,Used,5450,109.0,2011,12
Volkswagen Golf,Volkswagen,Golf,116000,Gasoline,Manual,Used,6950,122.0,2011,12
Skoda Octavia,Skoda,Octavia,130700,Diesel,Automatic,Used,8200,140.0,2011,12
Mercedes-Benz B 180,Mercedes-Benz,B 180,149500,Gasoline,Manual,Used,9444,122.0,2012,11
BMW X1,BMW,X1,38000,Gasoline,Manual,Used,13280,150.0,2012,11
Audi Q5,Audi,Q5,160050,Diesel,Manual,Used,14490,170.0,2012,11
Hyundai i30,Hyundai,i30,55000,Gasoline,Manual,Used,6500,99.0,2012,11
Ford S-Max,Ford,S-Max,259986,Diesel,Automatic,Used,6990,163.0,2012,11
Volkswagen Caddy,Volkswagen,Caddy,113000,Diesel,Manual,Used,8570,102.0,2012,11
BMW 118,BMW,118,99600,Diesel,Manual,Used,8900,143.0,2012,11
Audi A6,Audi,A6,153969,Electric,Automatic,Used,14780,211.0,2012,11
BMW 520,BMW,520,89950,Diesel,Automatic,Used,17880,184.0,2012,11
Ford Mondeo,Ford,Mondeo,101091,Gasoline,Manual,Used,8988,160.0,2013,10
Opel Astra,Opel,Astra,37500,Gasoline,Manual,Used,9770,140.0,2013,10
Kia Ceed / cee'd,Kia,Ceed / cee'd,99741,Gasoline,Automatic,Used,10291,135.0,2013,10
Ford Kuga,Ford,Kuga,175000,Diesel,Manual,Used,10888,140.0,2013,10
Volkswagen Golf,Volkswagen,Golf,55315,Gasoline,Manual,Used,11290,140.0,2013,10
Ford Kuga,Ford,Kuga,79928,Gasoline,Manual,Used,11750,150.0,2013,10
Volkswagen Golf,Volkswagen,Golf,76213,Gasoline,Automatic,Used,12380,122.0,2013,10
Mercedes-Benz C 180,Mercedes-Benz,C 180,104819,Gasoline,Automatic,Used,13790,156.0,2013,10
Volkswagen up!,Volkswagen,up!,124998,Gasoline,Manual,Used,4470,60.0,2013,10
Dacia Duster,Dacia,Duster,83024,Gasoline,Manual,Used,7890,125.0,2014,9
Ford Focus,Ford,Focus,81028,Gasoline,Manual,Used,8990,101.0,2014,9
Ford Focus,Ford,Focus,63396,Gasoline,Manual,Used,9490,101.0,2014,9
Peugeot 308,Peugeot,308,58500,Gasoline,Manual,Used,9980,125.0,2014,9
Opel Mokka,Opel,Mokka,74000,Gasoline,Manual,Used,10450,116.0,2014,9
Renault Scenic,Renault,Scenic,58989,Gasoline,Manual,Used,10950,132.0,2014,9
Ford Focus,Ford,Focus,59889,Diesel,Manual,Used,11490,163.0,2014,9
Toyota Auris,Toyota,Auris,13000,Gasoline,Manual,Used,11980,132.0,2014,9
Ford Focus,Ford,Focus,63493,Diesel,Manual,Used,11990,163.0,2014,9
Kia Sportage,Kia,Sportage,112350,Diesel,Manual,Used,12479,184.0,2014,9
BMW 320,BMW,320,133535,Diesel,Manual,Used,13980,163.0,2014,9
SEAT Leon,SEAT,Leon,87000,Diesel,Automatic,Used,13990,184.0,2014,9
Mazda CX-5,Mazda,CX-5,55000,Diesel,Automatic,Used,15975,150.0,2014,9
Ford Ka/Ka+,Ford,Ka/Ka+,56061,Gasoline,Manual,Used,5398,69.0,2015,8
Opel Corsa,Opel,Corsa,53645,Gasoline,Manual,Used,8250,90.0,2015,8
Ford Focus,Ford,Focus,60213,Gasoline,Manual,Used,8450,101.0,2015,8
Opel Corsa,Opel,Corsa,66513,Gasoline,Manual,Used,8550,90.0,2015,8
Ford Focus,Ford,Focus,60418,Gasoline,Manual,Used,9990,101.0,2015,8
Opel Astra,Opel,Astra,102000,Gasoline,Manual,Used,10980,150.0,2015,8
Ford C-Max,Ford,C-Max,45500,Gasoline,Manual,Used,10990,125.0,2015,8
Audi A1,Audi,A1,76350,Gasoline,Manual,Used,11380,95.0,2015,8
Opel Adam,Opel,Adam,70471,Gasoline,Manual,Used,11990,150.0,2015,8
Mercedes-Benz C 200,Mercedes-Benz,C 200,161461,Diesel,Manual,Used,12490,136.0,2015,8
Opel Zafira Tourer,Opel,Zafira Tourer,74616,Gasoline,Manual,Used,12770,140.0,2015,8
Mazda 3,Mazda,3,86000,Gasoline,Manual,Used,12950,165.0,2015,8
Ford Kuga,Ford,Kuga,62442,Diesel,Manual,Used,13750,140.0,2015,8
BMW 320,BMW,320,114800,Diesel,Manual,Used,13777,163.0,2015,8
Kia Sportage,Kia,Sportage,80659,Diesel,Automatic,Used,13979,184.0,2015,8
Opel Mokka,Opel,Mokka,67000,Gasoline,Automatic,Used,13990,140.0,2015,8
Opel Corsa,Opel,Corsa,40481,Gasoline,Manual,Used,7350,69.0,2016,7
Opel Corsa,Opel,Corsa,78980,Gasoline,Manual,Used,7480,69.0,2016,7
Renault ZOE,Renault,ZOE,23407,Electric,Automatic,Used,7990,58.0,2016,7
Opel Meriva,Opel,Meriva,68027,Gasoline,Manual,Used,8650,120.0,2016,7
Skoda Fabia,Skoda,Fabia,112387,Diesel,Manual,Used,8950,105.0,2016,7
Opel Astra,Opel,Astra,93257,Gasoline,Manual,Used,9298,105.0,2016,7
Opel Corsa,Opel,Corsa,31742,Gasoline,Manual,Used,9750,101.0,2016,7
Opel Astra,Opel,Astra,108710,Gasoline,Manual,Used,9750,105.0,2016,7
Renault Captur,Renault,Captur,66200,Gasoline,Manual,Used,9900,90.0,2016,7
Volkswagen Caddy,Volkswagen,Caddy,19399,Diesel,Manual,Used,9960,75.0,2016,7
smart forTwo,smart,forTwo,65555,Gasoline,Automatic,Used,9987,90.0,2016,7
Hyundai i10,Hyundai,i10,6494,Gasoline,Automatic,Used,10790,87.0,2016,7
Opel Adam,Opel,Adam,30789,Gasoline,Manual,Used,10970,87.0,2016,7
Opel Mokka,Opel,Mokka,54679,Gasoline,Manual,Used,11450,140.0,2016,7
Nissan Qashqai,Nissan,Qashqai,107000,Diesel,Manual,Used,11540,110.0,2016,7
Opel Astra,Opel,Astra,37505,Gasoline,Manual,Used,11991,125.0,2016,7
Opel Corsa,Opel,Corsa,61866,Gasoline,Manual,Used,7450,90.0,2017,6
Opel Corsa,Opel,Corsa,51389,Gasoline,Manual,Used,7690,90.0,2017,6
Opel Corsa,Opel,Corsa,59656,Gasoline,Manual,Used,7750,69.0,2017,6
Opel Corsa,Opel,Corsa,40048,Gasoline,Manual,Used,7870,69.0,2017,6
Dacia Logan,Dacia,Logan,59016,Gasoline,Manual,Used,8950,90.0,2017,6
Hyundai i10,Hyundai,i10,20758,Gasoline,Manual,Used,9450,87.0,2017,6
Ford Fiesta,Ford,Fiesta,33983,Gasoline,Manual,Used,9850,101.0,2017,6
Volkswagen up!,Volkswagen,up!,16691,Gasoline,Manual,Used,9880,60.0,2017,6
Ford Fiesta,Ford,Fiesta,34997,Gasoline,Manual,Used,9990,101.0,2017,6
Opel Adam,Opel,Adam,21372,Gasoline,Manual,Used,10680,87.0,2017,6
SEAT Leon,SEAT,Leon,99311,Gasoline,Manual,Used,10990,116.0,2017,6
Ford EcoSport,Ford,EcoSport,48919,Gasoline,Manual,Used,11280,125.0,2017,6
Volkswagen Polo,Volkswagen,Polo,17863,Gasoline,Manual,Used,11298,90.0,2017,6
Ford Focus,Ford,Focus,53640,Gasoline,Manual,Used,11325,101.0,2017,6
Opel Mokka,Opel,Mokka,43500,Gasoline,Manual,Used,11450,116.0,2017,6
Fiat Panda,Fiat,Panda,70598,Gasoline,Manual,Used,7480,69.0,2018,5
Fiat Panda,Fiat,Panda,71585,Gasoline,Manual,Used,7480,69.0,2018,5
Opel Adam,Opel,Adam,38803,Gasoline,Manual,Used,9220,69.0,2018,5
Toyota Aygo,Toyota,Aygo,46073,Gasoline,Automatic,Used,9390,69.0,2018,5
Opel Corsa,Opel,Corsa,9495,Gasoline,Manual,Used,9850,69.0,2018,5
Ford Fiesta,Ford,Fiesta,14840,Gasoline,Manual,Used,10480,71.0,2018,5
Opel Corsa,Opel,Corsa,64647,Diesel,Manual,Used,10490,95.0,2018,5
Ford Fiesta,Ford,Fiesta,46670,Diesel,Manual,Used,10690,86.0,2018,5
smart forTwo,smart,forTwo,42112,Electric,Automatic,Used,10779,82.0,2018,5
Renault Megane,Renault,Megane,77872,Diesel,Manual,Used,11489,110.0,2018,5
Opel Corsa,Opel,Corsa,57878,Gasoline,Automatic,Used,11650,90.0,2018,5
Opel Adam,Opel,Adam,14560,Gasoline,Manual,Used,11660,116.0,2018,5
SEAT Ibiza,SEAT,Ibiza,22674,Gasoline,Manual,Used,11750,95.0,2018,5
Opel Corsa,Opel,Corsa,35572,Gasoline,Automatic,Used,11990,90.0,2018,5
Nissan Micra,Nissan,Micra,35297,Gasoline,Manual,Used,9985,71.0,2019,4
Citroen C3,Citroen,C3,19514,Gasoline,Manual,Used,9990,68.0,2019,4
Skoda Fabia,Skoda,Fabia,5900,Gasoline,Manual,Used,10480,75.0,2019,4
Kia Picanto,Kia,Picanto,6046,Gasoline,Manual,Used,10690,67.0,2019,4
Renault Clio,Renault,Clio,11874,Gasoline,Manual,Used,10740,90.0,2019,4
Opel Corsa,Opel,Corsa,50,Gasoline,Manual,Used,10850,90.0,2019,4
Renault ZOE,Renault,ZOE,11845,Electric,Automatic,Used,10990,72.0,2019,4
Opel Corsa,Opel,Corsa,4955,Gasoline,Manual,Used,11290,90.0,2019,4
Fiat 500,Fiat,500,11944,Gasoline,Automatic,Used,11440,69.0,2019,4
Opel Corsa,Opel,Corsa,22789,Gasoline,Manual,Used,11750,90.0,2019,4
SEAT Ibiza,SEAT,Ibiza,23484,Gasoline,Manual,Used,11880,80.0,2019,4
Ford Fiesta,Ford,Fiesta,9310,Gasoline,Manual,Used,11880,86.0,2019,4
Opel Corsa,Opel,Corsa,11400,Gasoline,Manual,Used,12220,101.0,2019,4
Opel Corsa,Opel,Corsa,14777,Gasoline,Manual,Used,12220,101.0,2019,4
Opel Adam,Opel,Adam,12100,Gasoline,Manual,Used,12350,69.0,2019,4
Opel Corsa,Opel,Corsa,8912,Gasoline,Manual,Used,12450,90.0,2019,4
Hyundai i30,Hyundai,i30,13027,Gasoline,Manual,Used,12450,99.0,2019,4
Opel Corsa,Opel,Corsa,15089,Gasoline,Manual,Used,12580,101.0,2019,4
Fiat 500,Fiat,500,7900,Gasoline,Manual,Demonstration,9980,69.0,2020,3
Renault Twingo,Renault,Twingo,1800,Gasoline,Manual,Demonstration,10780,92.0,2020,3
Fiat Panda,Fiat,Panda,10,Gasoline,Manual,Pre-registered,10850,69.0,2020,3
Fiat Panda,Fiat,Panda,10,Gasoline,Manual,Pre-registered,10990,69.0,2020,3
Hyundai i10,Hyundai,i10,14658,Gasoline,Manual,Used,11191,67.0,2020,3
Renault Twingo,Renault,Twingo,1500,Gasoline,Manual,Demonstration,11280,92.0,2020,3
Renault Clio,Renault,Clio,20395,Gasoline,Manual,Used,11300,76.0,2020,3
Fiat 500,Fiat,500,5000,Gasoline,Manual,Demonstration,11440,69.0,2020,3
Fiat 500,Fiat,500,6666,Gasoline,Manual,Demonstration,11480,69.0,2020,3
Fiat 500,Fiat,500,6666,Gasoline,Manual,Pre-registered,11480,69.0,2020,3
Nissan Micra,Nissan,Micra,10000,Gasoline,Manual,Demonstration,11690,101.0,2020,3
Volkswagen up!,Volkswagen,up!,4000,Gasoline,Manual,Used,11840,60.0,2020,3
Kia Picanto,Kia,Picanto,11200,Gasoline,Manual,Used,11950,84.0,2020,3
Opel Corsa,Opel,Corsa,6795,Gasoline,Manual,Used,11990,75.0,2020,3
Hyundai i10,Hyundai,i10,267,Gasoline,Manual,Demonstration,12191,67.0,2020,3
Ford Fiesta,Ford,Fiesta,10,Gasoline,Manual,Demonstration,12350,75.0,2020,3
Opel Corsa,Opel,Corsa,19181,Gasoline,Manual,Used,12750,75.0,2020,3
Volkswagen up!,Volkswagen,up!,18810,Gasoline,Manual,Demonstration,12800,60.0,2020,3
Renault Twingo,Renault,Twingo,500,Gasoline,Manual,Demonstration,11180,65.0,2021,2
Renault Twingo,Renault,Twingo,500,Gasoline,Manual,Demonstration,11280,65.0,2021,2
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Demonstration,11291,67.0,2021,2
Fiat 500,Fiat,500,6666,Gasoline,Manual,Demonstration,11440,69.0,2021,2
Renault Clio,Renault,Clio,14600,Gasoline,Manual,Demonstration,11480,65.0,2021,2
Dacia Sandero,Dacia,Sandero,511,Gasoline,Manual,Demonstration,13080,91.0,2021,2
Fiat 500C,Fiat,500C,10,Electric,Manual,Pre-registered,13475,69.0,2021,2
Renault Twingo,Renault,Twingo,100,Gasoline,Manual,Pre-registered,13580,65.0,2021,2
SEAT Mii,SEAT,Mii,5,Electric,Automatic,Demonstration,14290,83.0,2021,2
Dacia Sandero,Dacia,Sandero,1194,Gasoline,Manual,Employee's car,14348,91.0,2021,2
Dacia Sandero,Dacia,Sandero,500,Gasoline,Manual,Demonstration,14480,91.0,2021,2
Dacia Duster,Dacia,Duster,2500,Gasoline,Manual,Demonstration,14680,91.0,2021,2
Hyundai i10,Hyundai,i10,700,Gasoline,Manual,Pre-registered,14750,84.0,2021,2
Dacia Sandero,Dacia,Sandero,1431,Gasoline,Manual,Employee's car,14848,91.0,2021,2
Opel Corsa,Opel,Corsa,5,Gasoline,Manual,Pre-registered,14970,75.0,2021,2
Hyundai i10,Hyundai,i10,10,Gasoline,Manual,Pre-registered,14990,67.0,2021,2
Fiat 500,Fiat,500,1623,Electric,Manual,Used,15148,69.0,2021,2
Volkswagen Golf,Volkswagen,Golf,119150,Diesel,Manual,Used,7950,105.0,2011,12
Volkswagen Golf Plus,Volkswagen,Golf Plus,49239,Diesel,Manual,Used,8330,105.0,2011,12
Volkswagen Caddy,Volkswagen,Caddy,214000,Diesel,Manual,Used,8999,110.0,2011,12
Volkswagen Caddy,Volkswagen,Caddy,150000,Diesel,Manual,Used,9999,110.0,2011,12
SEAT Ibiza,SEAT,Ibiza,134900,Diesel,Manual,Used,4310,105.0,2011,12
Ford Ka/Ka+,Ford,Ka/Ka+,23000,Gasoline,Manual,Used,4950,69.0,2011,12
Audi A4,Audi,A4,88200,Diesel,Automatic,Used,19950,239.0,2011,12
Skoda Octavia,Skoda,Octavia,113048,Gasoline,Manual,Used,7490,105.0,2012,11
Opel Astra,Opel,Astra,84500,Gasoline,Manual,Used,7690,87.0,2012,11
Volkswagen Polo,Volkswagen,Polo,57497,Gasoline,Manual,Used,7950,90.0,2012,11
Volkswagen Golf,Volkswagen,Golf,72000,Gasoline,Manual,Used,9990,105.0,2012,11
Ford Mondeo,Ford,Mondeo,81100,Gasoline,Manual,Used,9990,160.0,2012,11
Renault Clio,Renault,Clio,117500,Gasoline,Manual,Used,2700,75.0,2012,11
Volkswagen Polo,Volkswagen,Polo,117000,Gasoline,Manual,Used,6380,90.0,2012,11
Volkswagen Polo,Volkswagen,Polo,122849,Gasoline,Manual,Used,7490,90.0,2013,10
Suzuki Swift,Suzuki,Swift,35000,Gasoline,Manual,Used,7999,94.0,2013,10
Mazda CX-5,Mazda,CX-5,103000,Gasoline,Manual,Used,13990,165.0,2013,10
SEAT Mii,SEAT,Mii,85700,Gasoline,Manual,Used,4500,60.0,2013,10
Volkswagen up!,Volkswagen,up!,88900,Other,Manual,Used,4950,68.0,2013,10
Hyundai i10,Hyundai,i10,109400,Gasoline,Manual,Used,7290,87.0,2014,9
Renault ZOE,Renault,ZOE,36867,Electric,Automatic,Used,9250,58.0,2014,9
Opel Zafira,Opel,Zafira,51731,Gasoline,Manual,Used,9950,120.0,2014,9
Hyundai i20,Hyundai,i20,38040,Gasoline,Manual,Used,9990,84.0,2014,9
Opel Meriva,Opel,Meriva,45434,Gasoline,Automatic,Used,10390,140.0,2014,9
SEAT Leon,SEAT,Leon,61200,Gasoline,Manual,Used,10490,86.0,2014,9
MINI One,MINI,One,70188,Gasoline,Manual,Used,11280,98.0,2014,9
Volkswagen Golf,Volkswagen,Golf,29884,Gasoline,Manual,Used,19860,230.0,2014,9
Audi A6,Audi,A6,91270,Diesel,Automatic,Used,22400,313.0,2014,9
Renault Twingo,Renault,Twingo,51000,Gasoline,Manual,Used,5999,71.0,2015,8
Renault Clio,Renault,Clio,69500,Gasoline,Manual,Used,7750,90.0,2015,8
Opel Astra,Opel,Astra,41450,Gasoline,Manual,Used,9690,116.0,2015,8
Dacia Duster,Dacia,Duster,49592,Gasoline,Manual,Used,9940,105.0,2015,8
SEAT Leon,SEAT,Leon,97600,Gasoline,Manual,Used,9990,110.0,2015,8
Opel Mokka,Opel,Mokka,72000,Diesel,Manual,Used,10790,136.0,2015,8
Volkswagen Golf Variant,Volkswagen,Golf Variant,91410,Diesel,Manual,Used,11220,110.0,2015,8
Volkswagen Golf Variant,Volkswagen,Golf Variant,99999,Gasoline,Manual,Used,11990,125.0,2015,8
Renault Clio,Renault,Clio,45100,Gasoline,Automatic,Used,11990,120.0,2015,8
BMW 118,BMW,118,34138,Gasoline,Automatic,Used,14950,136.0,2015,8
Audi A3,Audi,A3,80499,Electric,Automatic,Used,15630,150.0,2015,8
SEAT Leon,SEAT,Leon,47000,Diesel,Automatic,Used,15990,150.0,2015,8
Hyundai Tucson,Hyundai,Tucson,63387,Gasoline,Manual,Used,16290,177.0,2015,8
Renault Twingo,Renault,Twingo,115300,Gasoline,Manual,Used,6990,71.0,2016,7
Opel Adam,Opel,Adam,66798,Gasoline,Manual,Used,7490,69.0,2016,7
Suzuki Swift,Suzuki,Swift,29354,Gasoline,Manual,Used,8940,94.0,2016,7
Ford B-Max,Ford,B-Max,24800,Gasoline,Manual,Used,9995,101.0,2016,7
Opel Astra,Opel,Astra,80700,Diesel,Manual,Used,10490,110.0,2016,7
Peugeot 2008,Peugeot,2008,39900,Gasoline,Manual,Used,10590,110.0,2016,7
Volkswagen Polo,Volkswagen,Polo,21162,Gasoline,Manual,Used,10794,75.0,2016,7
Kia Rio,Kia,Rio,23971,Gasoline,Manual,Used,10850,109.0,2016,7
Opel Mokka,Opel,Mokka,55450,Gasoline,Manual,Used,10880,116.0,2016,7
Volkswagen Golf,Volkswagen,Golf,73812,Diesel,Manual,Used,10930,110.0,2016,7
SEAT Ibiza,SEAT,Ibiza,31600,Gasoline,Manual,Used,10990,90.0,2016,7
Hyundai i10,Hyundai,i10,35184,Gasoline,Automatic,Used,11490,87.0,2016,7
Volkswagen Golf Sportsvan,Volkswagen,Golf Sportsvan,34562,Gasoline,Manual,Used,11780,86.0,2016,7
Renault Megane,Renault,Megane,45332,Gasoline,Manual,Used,11990,132.0,2016,7
Opel Astra,Opel,Astra,69995,Gasoline,Manual,Used,12790,125.0,2016,7
MINI One,MINI,One,49806,Gasoline,Manual,Used,12870,102.0,2016,7
Opel Mokka,Opel,Mokka,45361,Diesel,Manual,Used,12950,110.0,2016,7
Renault Twingo,Renault,Twingo,17855,Gasoline,Manual,Used,5990,69.0,2017,6
Volkswagen up!,Volkswagen,up!,35360,Gasoline,Manual,Used,6990,60.0,2017,6
Citroen C1,Citroen,C1,29800,Gasoline,Manual,Used,7450,69.0,2017,6
Opel Corsa,Opel,Corsa,36095,Gasoline,Manual,Used,7950,69.0,2017,6
Renault Twingo,Renault,Twingo,51400,Gasoline,Manual,Used,7990,71.0,2017,6
Renault Twingo,Renault,Twingo,40300,Gasoline,Manual,Used,7990,69.0,2017,6
Opel Corsa,Opel,Corsa,13501,Gasoline,Manual,Used,8150,69.0,2017,6
Opel Adam,Opel,Adam,29439,Gasoline,Manual,Used,8980,69.0,2017,6
Opel Adam,Opel,Adam,53005,Gasoline,Manual,Used,8990,87.0,2017,6
Opel Corsa,Opel,Corsa,19599,Gasoline,Manual,Used,8990,69.0,2017,6
Opel Insignia,Opel,Insignia,158500,Diesel,Automatic,Used,9980,170.0,2017,6
Opel Adam,Opel,Adam,26825,Gasoline,Manual,Used,9980,87.0,2017,6
Opel Zafira,Opel,Zafira,130549,Diesel,Manual,Used,9980,120.0,2017,6
Dacia Sandero,Dacia,Sandero,20134,Diesel,Manual,Used,9990,90.0,2017,6
Opel Astra,Opel,Astra,119350,Diesel,Automatic,Used,10980,136.0,2017,6
Volkswagen Polo,Volkswagen,Polo,27014,Gasoline,Manual,Used,11490,90.0,2017,6
Opel Meriva,Opel,Meriva,30471,Gasoline,Manual,Used,11990,120.0,2017,6
Volkswagen up!,Volkswagen,up!,91229,Other,Manual,Used,6950,68.0,2018,5
Opel Corsa,Opel,Corsa,57559,Gasoline,Manual,Used,8990,69.0,2018,5
Opel Corsa,Opel,Corsa,32444,Gasoline,Manual,Used,9750,90.0,2018,5
Citroen C3,Citroen,C3,26110,Gasoline,Manual,Used,10480,82.0,2018,5
Hyundai i10,Hyundai,i10,22700,Gasoline,Manual,Used,10590,87.0,2018,5
Volkswagen Polo,Volkswagen,Polo,29463,Gasoline,Manual,Used,10870,65.0,2018,5
Dacia Duster,Dacia,Duster,48468,Gasoline,Manual,Used,10990,114.0,2018,5
Opel Insignia,Opel,Insignia,40300,Gasoline,Manual,Used,11483,69.0,2018,5
Citroen C3,Citroen,C3,42690,Gasoline,Manual,Used,11990,83.0,2018,5
Renault Megane,Renault,Megane,96700,Diesel,Manual,Used,11990,110.0,2018,5
Dacia Sandero,Dacia,Sandero,14000,Gasoline,Manual,Used,11990,90.0,2018,5
Opel Adam,Opel,Adam,21948,Gasoline,Manual,Used,12290,87.0,2018,5
Opel Astra,Opel,Astra,51170,Diesel,Manual,Used,12450,95.0,2018,5
Hyundai i20,Hyundai,i20,15992,Gasoline,Automatic,Used,12460,101.0,2018,5
smart forFour,smart,forFour,23000,Electric,Manual,Used,12888,82.0,2018,5
Ford EcoSport,Ford,EcoSport,27700,Gasoline,Manual,Used,12950,101.0,2018,5
Citroen C3,Citroen,C3,47000,Gasoline,Automatic,Used,12990,110.0,2018,5
Opel Zafira Tourer,Opel,Zafira Tourer,116195,Diesel,Manual,Used,13980,135.0,2018,5
Opel Corsa,Opel,Corsa,7001,Gasoline,Manual,Used,8990,69.0,2019,4
Skoda Fabia,Skoda,Fabia,31597,Gasoline,Manual,Used,9890,75.0,2019,4
